ID,name_of_agent,longitude,latitude,time_of_measure,NO2_concentration,O3_concentration,PM10_concentration,PM25_concentration
111,worker[5],893776.0983059733,6245982.287252138,date ('2021-05-27 09:29:15'),68.3062515258789,65.93124999999999,35.365001153945926,12.122499907016755
112,worker[5],893798.0751091698,6245990.892113343,date ('2021-05-27 09:29:20'),75.34888966878255,65.89333333333333,37.911109585232204,12.771111106872558
113,worker[5],893820.0761653822,6245999.45481208,date ('2021-05-27 09:29:25'),73.67736033333672,65.90666666666667,36.80152780744765,12.468472027778626
114,worker[5],893841.9952739405,6246008.231898607,date ('2021-05-27 09:29:30'),66.90166781743368,65.92,34.59249922434489,11.865833242734274
115,worker[6],892013.5918278248,6245904.838343229,date ('2021-05-27 07:50:00'),54.26666577657064,43.766666666666666,30.3166659673055,11.050000190734863
116,worker[6],892030.1514103018,6245910.787680456,date ('2021-05-27 07:50:05'),54.28361022207472,43.77777777777778,30.324860411220126,11.052083524068196
117,worker[6],892043.4770072052,6245920.797987392,date ('2021-05-27 07:50:10'),55.36777905358208,43.6725,30.41666628519694,11.05416685740153
118,worker[6],892056.8026041088,6245930.808294327,date ('2021-05-27 07:50:15'),55.385001277923585,43.68375,30.424999618530272,11.056250190734863
119,worker[6],892070.1282010123,6245940.818601263,date ('2021-05-27 07:50:20'),56.75388800303141,43.595,30.53333333333333,11.058333524068196
120,worker[6],892081.4417346385,6245941.980677882,date ('2021-05-27 07:50:25'),56.77152689297994,43.606249999999996,30.541666666666668,11.06041685740153
121,worker[6],892089.1281766617,6245927.1922909925,date ('2021-05-27 07:50:30'),55.70500040054321,43.6175,30.449999618530274,11.062500190734863
122,worker[6],892096.8146186847,6245912.403904103,date ('2021-05-27 07:50:35'),54.76958421601189,43.72875,30.35833257039388,11.064583524068198
123,worker[6],892104.5010607077,6245897.615517213,date ('2021-05-27 07:50:40'),54.78666754828559,43.74,30.366665903727213,11.066666857401529
124,worker[6],892112.1875027308,6245882.827130323,date ('2021-05-27 07:50:45'),53.919165786107385,43.75125,30.275000762939452,11.068750190734864
125,worker[6],892119.8739447539,6245868.038743434,date ('2021-05-27 07:50:50'),53.736110051472984,43.7625,30.283334096272785,11.070833524068197
