ID,name_of_agent,longitude,latitude,buildings_volume,voie_1,voie_2,voie_3,voie_4,voie_5,voie_6,road_0_4_width,road_4_6_width,road_6_8_width,road_8_max_width,distance_to_main_road,bois,foret,haie
13921,leisure[326],896524.324280294,6243637.545130397,0.0,0.0,262.956617980183,0.0,0.0,0.0,0.0,117.47582522365711,145.4807927565259,0.0,0.0,33.84141092282891,297.6539169827585,0.0,0.0
13922,leisure[326],896529.7037525062,6243623.057393477,0.0,0.0,203.47771825305347,0.0,0.0,0.0,0.0,115.79107302609779,87.68664522695569,0.0,0.0,44.70329851476383,3.4974970851574687,0.0,0.0
13923,leisure[326],896533.0201607876,6243607.704986231,0.0,0.0,135.36814823043295,0.0,0.0,0.0,0.0,130.72265703971163,29.14262259982573,0.0,0.0,54.04029636029422,0.0,0.0,0.0
13924,leisure[326],896549.1017779199,6243604.116883616,0.0,54.36121104911935,93.11376684913886,0.0,0.0,0.0,0.0,194.35522321573995,0.0,0.0,0.0,70.17457109947159,0.0,0.0,55.425256174150526
13925,leisure[326],896565.6964265824,6243602.569171256,0.0,90.96538336549737,79.89250276365041,0.0,0.0,0.0,0.0,225.38929743588886,0.0,0.0,0.0,85.93731954627702,0.0,0.0,369.41242941248316
13926,leisure[326],896580.9739348957,6243600.118776902,0.0,105.70614244052291,54.29161117578333,0.0,0.0,0.0,0.0,214.7391611442933,0.0,0.0,0.0,100.87072943264211,0.0,0.0,752.011124435322
13927,leisure[326],896580.5977908374,6243583.456396465,0.0,139.10340556609304,48.20111116568712,0.0,0.0,0.0,0.0,225.3497394922453,0.0,0.0,0.0,107.38068174156136,0.0,0.0,153.31011043041212
13928,leisure[326],896580.257940617,6243566.793195103,0.0,172.49315353778178,36.27446900168093,0.0,0.0,0.0,0.0,230.11941370327716,0.0,0.0,0.0,113.92405392847141,0.0,0.0,29.13921151426048
13929,leisure[326],896579.9180903968,6243550.129993742,474.054716224692,170.67108830037438,90.55226779278877,0.0,0.0,0.0,0.0,219.56112074113156,50.9695167063252,0.0,0.0,120.46742611510456,0.0,0.0,268.48730969600996
13930,leisure[326],896579.5782401765,6243533.466792381,4763.92516969466,134.40153306079236,123.42052353145789,0.0,0.0,0.0,0.0,217.761558205914,61.16377130592707,0.0,0.0,127.01079830173768,0.0,0.0,483.8032619174159
13931,leisure[326],896579.2398204847,6243516.803561985,10611.48299497824,101.23410828532263,148.28119760588623,0.0,0.0,0.0,0.0,214.3055189335488,64.03972635873305,0.0,0.0,133.55548637318344,0.0,0.0,559.1478374916969
13932,leisure[326],896593.6771884824,6243513.478997154,10350.431845537953,95.33580774557325,152.00817845885933,0.0,0.0,0.0,0.0,241.727456284872,49.337795086654616,0.0,0.0,148.08262267612153,0.0,0.0,883.9060593974085
13933,leisure[326],896610.1185074442,6243514.898755228,6739.271460572975,87.52469945947175,180.10826020082484,0.0,0.0,0.0,0.0,293.7027677210141,33.110528089360024,0.0,0.0,162.48516445129286,0.0,0.0,1191.0613768021308
13934,leisure[326],896626.5443404965,6243512.075674231,6820.475836490296,48.880641648836644,187.58930998316575,0.0,0.0,0.0,0.0,295.908608722994,16.478171360221545,0.0,0.0,178.61856210216598,2.585103930740634,0.0,1229.7799999942408
13935,leisure[326],896642.970173549,6243509.252593235,5691.201933778106,0.0,173.14028244568868,0.0,0.0,0.0,0.0,265.79360319787673,0.0,0.0,0.0,194.75195975276213,211.28625752650365,0.0,1229.7799999942408
13936,leisure[326],896659.4062081474,6243506.490822888,5247.241121283645,9.496608952080903,183.25556440559345,0.0,0.0,0.0,0.0,281.1695075054756,0.0,0.0,0.0,210.8694407245598,374.8828426634182,0.0,1087.8178999941679
13937,leisure[326],896675.8603285478,6243503.83758104,5706.486257536024,26.160539980755885,189.01065344320614,0.0,0.0,0.0,0.0,286.8643611844902,0.0,0.0,0.0,226.9587721107397,400.00500000412467,0.0,736.7310337086632
13938,leisure[326],896692.3286133414,6243501.285497823,6205.858566348656,45.450617975267946,178.369262504567,0.0,0.0,0.0,0.0,285.868930401488,0.0,0.0,0.0,243.0194105412745,565.8950314914256,0.0,603.0813050806228
13939,leisure[326],896708.8970134227,6243499.483600888,6400.7855988606125,62.69487671945713,150.63584439275638,0.0,0.0,0.0,0.0,277.6935727088336,0.0,0.0,0.0,258.8627727337666,888.7272514464912,0.0,444.50100110789793
13940,leisure[326],896725.4815219485,6243497.842011437,6692.303055178998,100.84119655162438,142.80852843803962,0.0,0.0,0.0,0.0,309.36408651527177,0.0,0.0,0.0,274.65488758172665,1040.5528697670134,0.0,360.9360265316513
13941,leisure[326],896742.0936505658,6243497.623323269,9911.575669388749,134.79054277094383,140.8860031903019,0.0,0.0,0.0,0.0,348.4393780125873,0.0,0.0,0.0,289.88697546689144,833.1514667286806,0.0,279.36273898712153
13942,leisure[326],896758.0973076867,6243502.056835204,7475.595140531213,129.09143856806833,133.16680826320996,0.0,0.0,0.0,0.0,371.6132501855384,0.0,0.0,0.0,302.6511033490622,702.6421301080346,0.0,276.87999999045746
13943,leisure[326],896772.617461447,6243510.091108452,10038.328209713465,82.63605591603836,137.576370361252,0.0,0.0,0.0,0.0,347.7223163258121,0.0,0.0,0.0,312.5820995308756,919.1004194167394,0.0,183.85287456100738
13944,leisure[326],896784.770844314,6243521.394000948,12480.557059683802,92.58445136295043,131.1633642481811,0.0,0.0,0.0,0.0,355.4960578062066,0.0,0.0,0.0,319.0114570151331,842.3701609613073,0.0,0.0
13945,leisure[326],896793.5442685845,6243535.547967199,12218.368101221846,75.65470449511132,114.65007661065249,0.0,0.0,0.0,0.0,323.8104261262721,0.0,0.0,0.0,321.18736932247873,612.2648851365561,0.0,0.0
13946,leisure[326],896798.9787736392,6243551.184967886,9668.92177349145,77.50854066269858,88.66713801080482,0.0,0.0,0.0,0.0,292.28098808546827,0.0,0.0,0.0,319.7098839907327,346.49420297359603,0.0,105.29889569266196
13947,leisure[326],896813.0313158983,6243547.307635333,15668.387702692402,86.19204774877053,82.418782228706,0.0,0.0,0.0,0.0,297.74657237911515,0.0,0.0,0.0,334.11358645120805,283.9150000012794,0.0,299.5991858455809
13948,leisure[326],896826.6128249568,6243537.880680555,19008.077051450848,84.86876468959322,68.49672518328886,0.0,0.0,0.0,0.0,275.63856866682727,0.0,0.0,0.0,350.3703547436509,283.9150000012794,0.0,583.0439279983665
13949,leisure[326],896841.1063440474,6243530.654781524,23537.434963754138,128.8620691798836,30.27676725857754,0.0,0.0,0.0,0.0,255.27757132022353,0.0,0.0,0.0,366.5531926364419,283.9150000012794,0.0,831.7075491557957
13950,leisure[326],896856.2945267945,6243534.97895406,24603.0001537708,126.84957190809573,0.0,0.0,0.0,0.0,0.0,192.22624357542657,0.0,0.0,0.0,378.62763742335477,130.47646944474627,0.0,1572.695578331922
13951,leisure[326],896871.8441457016,6243536.410886757,25354.427100196754,121.75014116782104,0.0,0.0,0.0,0.0,0.0,153.28872586721042,0.0,0.0,0.0,392.2405814102864,0.0,0.0,1791.8346197072988
13952,leisure[326],896887.8795553609,6243531.867384271,20802.77738577817,108.02595884814244,6.656007534991852,0.0,0.0,0.0,0.0,153.62840182967457,0.0,0.0,0.0,408.7499043165135,0.0,190.0995587901607,1743.4131287200914
13953,leisure[330],902991.9735780135,6246753.673270339,4918.1249999589145,0.0,34.98704740996699,0.0,0.0,0.0,0.0,147.5426129370299,0.0,0.0,0.0,278.3534744263249,0.0,5269.038331617189,252.72398711216928
13954,leisure[330],903020.5241498256,6246746.591094785,3565.4221074735196,0.0,48.84952490305624,0.0,0.0,0.0,0.0,153.92302342995254,0.0,0.0,0.0,277.74043230824617,0.0,5686.205909877025,180.90595923516716
13955,leisure[330],903027.1723963757,6246761.755492881,2116.7745415201316,0.0,33.09396628107814,0.0,0.0,0.0,0.0,151.35864001421155,0.0,0.0,0.0,293.9728463191625,0.0,6439.865119536396,30.91254551896239
13956,leisure[330],903036.9857562064,6246775.226786309,378.003011941196,0.0,17.199684715872905,0.0,0.0,0.0,0.0,146.57705867772236,0.0,0.0,0.0,309.183472583324,0.0,7249.356594523349,0.0
13957,leisure[330],903047.0317045563,6246788.522276978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.19011795925258,0.0,0.0,0.0,324.27023967199347,0.0,7650.46329251684,0.0
13958,leisure[330],903057.3021481318,6246801.648145379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.91619468964727,0.0,0.0,0.0,339.2375192473239,0.0,7803.612880645087,0.0
13959,leisure[330],903067.2014756732,6246815.056392542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.01034892615405,0.0,0.0,0.0,354.4042564187795,0.0,7803.612880645087,0.0
13960,leisure[330],903076.7066036559,6246828.745938099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.77754318094634,0.0,0.0,0.0,369.76461677089395,0.0,7803.612880645087,0.0
13961,leisure[330],903085.8212014788,6246842.67886267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.4521243673964,0.0,0.0,0.0,385.2822613566791,0.0,7803.612880645087,0.0
13962,leisure[330],903093.7312034051,6246857.34888814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.64204475327352,0.0,0.0,0.0,401.2717408194191,0.0,7803.612880645087,0.0
13963,leisure[330],903101.0844035131,6246872.290363641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.89623779410616,0.0,0.0,0.0,417.4115556669072,0.0,7803.612880645087,0.0
13964,leisure[330],903107.8752198409,6246887.499711364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.9667011817421,0.0,0.0,0.0,433.6970502924636,0.0,7803.612880645087,0.0
13965,leisure[330],903110.5283363318,6246902.081082656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.81156555717422,0.0,0.0,0.0,448.51181388444445,0.0,7803.612880645087,0.0
13966,leisure[330],903098.0758241792,6246913.042343354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.46504814233623,0.0,0.0,0.0,456.6585394520918,0.0,7803.612880645087,0.0
13967,leisure[330],903083.9487142045,6246915.983322619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.4258541772495,0.0,0.0,0.0,456.6120527544868,0.0,7803.612880645087,0.0
13968,leisure[330],903069.3685769689,6246907.972291636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.93536876943318,0.0,0.0,0.0,445.75692055211545,0.0,7803.612880645087,0.0
13969,leisure[330],903055.0606984878,6246899.424637505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.56596839743546,0.0,0.0,0.0,434.4275764298133,0.0,7803.612880645087,0.0
13970,leisure[330],903045.8184896878,6246885.731515745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.9964466014981,0.0,0.0,0.0,419.0317149742999,0.0,7803.612880645087,0.0
13971,leisure[330],903041.6625036697,6246888.708130442,33.88597191363539,0.0,0.0,0.0,0.0,0.0,0.0,154.72015205088508,0.0,0.0,0.0,421.0172079262829,0.0,7803.612880645087,0.0
13972,leisure[330],903037.7729419535,6246892.674931065,197.3299895224705,0.0,0.0,0.0,0.0,0.0,0.0,157.9668065362042,0.0,0.0,0.0,424.0272747446772,0.0,7800.542706567321,0.0
13973,leisure[330],903033.8833802373,6246896.641731689,220.21199998964624,0.0,0.0,0.0,0.0,0.0,0.0,159.96414038558783,0.0,0.0,0.0,427.0373415630716,0.0,7738.05828861969,0.0
13974,leisure[330],903029.993818521,6246900.608532312,608.794567503335,0.0,0.0,0.0,0.0,0.0,0.0,161.17846409749748,0.0,0.0,0.0,430.047408381466,0.0,7562.326187193731,0.0
13975,leisure[330],903026.1042568048,6246904.575332936,1268.3651178626574,0.0,0.0,0.0,0.0,0.0,0.0,160.66067650932513,0.0,0.0,0.0,433.0638908673336,0.0,7264.493718443741,0.0
13976,leisure[330],903022.6796134138,6246908.940867484,1899.2282367110136,0.0,0.0,0.0,0.0,0.0,0.0,158.49075350942383,0.0,0.0,0.0,436.60990842003827,0.0,6873.090593773073,0.0
13977,leisure[330],903019.3517903078,6246913.389439266,2392.2409524041263,0.0,0.0,0.0,0.0,0.0,0.0,153.49135410555184,0.0,0.0,0.0,440.29774555489877,0.0,6416.508825313813,0.0
13978,leisure[330],903016.0239672019,6246917.838011049,2976.119196434144,0.0,0.0,0.0,0.0,0.0,0.0,144.10513257911566,0.0,0.0,0.0,444.0239318715361,0.0,5914.37365367977,0.0
13979,leisure[330],903012.696144096,6246922.286582832,3268.5260152743767,0.0,0.0,0.0,0.0,0.0,0.0,122.31549295415431,0.0,0.0,0.0,447.7634035359705,0.0,5389.037597205682,0.0
